Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
13-05-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,21.3,12,57,298
17-05-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,66,188
25-05-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,65,163
17-06-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,20,14.8,56,181
07-01-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,52,183
07-08-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,45,176
15-07-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,60,177
19-07-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,60,215
22-07-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,35,198
09-01-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,34,166
09-05-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,34,177
09-08-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,46,148
26-09-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,43,200
29-09-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,45,185
25-10-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,42,282
28-10-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,43,179
11-08-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,51,162
21-11-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,47,180
28-11-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,56,234
12-01-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,48,181
12-05-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,54,215
12-08-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,44,158
13-12-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,92,180
16-12-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,61,185
20-12-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,42,175
23-12-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,61,217
27-12-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,64,161
30-12-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,61,192
01-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,23,26.8,325,840
01-07-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21,26,370,895
01-11-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20.5,26,375,910
14-01-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,23.3,26.8,350,890
18-01-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20.8,29,320,860
28-01-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.5,26.5,375,905
02-01-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,6.5,11.5,300,475
02-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,6.8,13.8,290,490
02-08-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8.8,13,280,505
02-11-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8,15.8,250,430
15-02-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,15.5,315,535
18-02-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8,19,290,570
22-02-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7.3,18.5,325,505
03-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,6,13,360,530
03-11-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7,20,330,525
15-03-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7,18,380,585
04-01-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9.5,NA,415,570
04-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8.5,NA,450,620
04-08-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,7.3,375,535
04-12-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,6.8,475,650
15-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10.3,8.4,450,630
19-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9.8,8.1,420,575
26-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10.3,11,500,665
29-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9.8,11,515,695
05-03-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10.8,NA,300,525
05-06-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10.8,NA,260,460
13-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,12.8,NA,290,510
17-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,13.3,5.6,310,445
20-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11.8,8.4,256,456
24-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16.5,NA,330,555
27-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16.5,10,293,463
06-03-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,NA,NA,NA
06-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,23,26.8,325,840
06-07-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,12,NA,NA,NA
06-10-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,13,NA,NA,NA
14-06-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,12,NA,NA,NA
17-06-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,NA,NA,NA
24-06-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,NA,NA,NA
19-07-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,NA,193,401
22-07-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,5,NA,62,250
29-07-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,5,NA,146,291
08-02-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10,9,211,400
08-05-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7,16.1,97,306
08-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,11,146,351
16-08-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,10,295,447
23-08-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,10,286,466
09-02-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,11,311,484
09-06-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8,10,204,463
09-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10,10,264,456
13-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,10,9,207,439
16-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,11,202,420
23-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8,10,NA,NA
27-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,11,264,489
30-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,12,259,466
10-04-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7,NA,293,502
10-07-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7,NA,215,425
10-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,9,310,521
14-10-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,9,217,420
18-10-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,7,NA,224,432
21-10-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8,9,215,425
25-10-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,8,9,222,514
12-02-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,12,338,549
12-06-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,9,11,234,439
12-09-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,14,260,470
13-12-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,12,17,303,512
16-12-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14,16,232,435
20-12-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,13,15,220,406
23-12-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,14,202,495
27-12-2005,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14,19,302,523
01-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11,17.8,365,790
01-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,10.8,17.5,365,795
01-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,17,365,805
13-01-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12.5,19,375,790
17-01-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,10.8,17,360,800
02-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,21,26.5,440,610
02-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,23,25.5,475,640
02-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,22.5,26.8,460,625
14-02-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,21,28.3,470,610
17-02-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,22.5,28.3,440,620
21-02-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.8,28,480,640
24-02-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,22.8,27.3,465,640
03-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11.8,15.8,425,590
03-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12.8,16.8,425,575
03-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,16.5,380,560
14-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,18.8,400,575
17-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,18.3,385,530
21-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13.3,17,375,550
24-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12.8,NA,400,590
05-05-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,19,11.8,370,530
05-09-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.8,11.3,335,520
05-12-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15.8,10.8,330,505
16-05-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.8,12.5,385,545
19-05-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,21.5,12,325,500
26-05-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15.5,14.8,360,500
06-02-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,11,NA,NA
06-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,12,NA,NA
06-09-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16,11,NA,NA
13-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,11,NA,NA
16-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,11,NA,NA
20-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,15,NA,NA
23-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,16,NA,NA
27-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,14,NA,NA
30-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,15,NA,NA
07-04-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,6,NA,284,324
07-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,6,NA,297,359
18-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,6,NA,286,351
21-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,6,NA,349,425
25-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,NA,286,369
28-07-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,10,12,253,346
08-01-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,11,269,430
08-04-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,10,338,494
16-08-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,11,262,427
22-08-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11,12,272,423
25-08-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,11,279,430
09-01-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,10,10,292,452
09-05-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,10,10,249,432
09-08-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11,9,106,377
10-03-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,NA,197,351
10-06-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,NA,216,399
10-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,NA,218,414
17-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,14,NA,211,398
20-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,14,NA,267,409
24-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,NA,292,515
27-10-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16,NA,305,568
12-05-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11,17,353,510
12-08-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,18,335,487
12-12-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,10,16,350,504
15-12-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,16,309,458
19-12-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13,19,530,691
26-12-2005,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11,22,342,526
01-01-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,11.5,16.6,221,461
01-12-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,19.7,18.8,173,386
15-01-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,15.9,16.2,176,375
19-01-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,11.3,14.1,248,563
22-01-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.5,13.3,216,452
29-01-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8,17.8,208,486
02-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.4,16.3,233,501
02-05-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,14.5,19.4,219,474
02-09-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.9,16.4,218,467
16-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.8,24.7,239,532
19-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.1,17.6,217,463
23-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,11.2,19.5,164,362
26-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.9,19.8,229,488
04-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,20.5,241,505
04-06-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,11.3,22.6,216,499
13-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.5,20.4,223,476
16-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.7,22.4,219,482
20-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,12.4,21.2,159,399
23-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,10.5,21.5,216,550
27-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.2,18.1,252,581
30-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,11.3,21.9,310,653
05-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,12.2,20.6,155,347
05-07-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,13,22,245,566
18-05-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.8,21,274,625
21-05-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,20.8,243,536
25-05-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.5,22.4,270,601
28-05-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.1,19,234,521
06-04-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.1,19.4,236,514
07-02-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6,18.1,238,503
13-07-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,21.7,262,559
16-07-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,NA,NA,290,642
20-07-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.9,21.4,204,476
27-07-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.9,21.8,328,738
30-07-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.6,20.3,180,417
08-03-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.3,19.7,207,404
08-06-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.2,19.3,208,432
08-10-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.5,20.1,131,289
09-03-2005,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,5.8,15,177,375
01-04-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,11.4,20.2,201,234
01-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,11,23.2,254,513
01-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.6,21.8,186,435
18-01-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.8,14.2,156,358
25-01-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,11.7,18.1,177,396
28-01-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.5,17.2,215,459
02-01-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.5,20.2,250,440
02-04-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.8,24.7,208,459
02-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.2,20.3,171,416
02-11-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.1,17.9,202,442
15-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.5,20.2,200,410
18-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10,20.3,202,458
22-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,11.4,20.5,225,499
25-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,17.4,161,362
04-01-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,23.6,212,472
04-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.9,24.7,214,473
04-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.1,19.3,174,399
04-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.1,20.9,181,409
15-04-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,12.3,21.1,189,426
19-04-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.3,20.7,191,416
26-04-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.3,15.1,212,466
29-04-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,134,316
05-03-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.1,24.8,166,367
05-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,21.7,218,481
05-10-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,11.6,23.3,225,484
13-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.1,21.5,206,411
17-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,17.8,312,629
20-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.7,24.7,210,476
24-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.6,23.8,266,571
27-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.1,19.4,200,482
31-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.2,21.5,240,531
06-03-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,21.4,190,376
06-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.7,21,207,441
06-10-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.7,21.4,202,397
14-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.2,20.2,248,343
17-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,16.8,228,261
21-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.7,21.3,227,259
24-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.1,16.5,171,253
28-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.1,18.7,241,355
07-01-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.9,25.2,208,469
07-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.8,13.9,241,442
07-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.8,20.6,196,443
07-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.6,21,182,399
15-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.7,19.3,173,409
19-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.5,20.4,144,381
22-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,134,332
29-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.2,14,164,385
08-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.3,18,151,372
08-05-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.3,16.5,131,307
08-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,16.5,157,371
08-12-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,17.4,137,336
16-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,217,530
23-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8,21,134,326
26-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,160,419
30-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.6,17.6,130,300
09-02-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.2,13.5,158,356
09-06-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.1,18.2,130,293
13-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.6,20.5,197,461
16-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.1,14.8,167,377
20-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,25.6,97,229
23-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.6,20.6,162,360
27-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.3,15.1,158,383
30-09-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.8,21.2,186,443
10-07-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.9,21.3,206,444
14-10-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,18.7,176,388
18-10-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.5,21.5,171,366
21-10-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,14.2,111,253
25-10-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.5,21.3,198,408
11-08-2005,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.7,20.9,153,345
